Date,Open,High,Low,Close,Volume,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12
2021-09-15,42800.0,43050.0,40800.0,41740.0,29558440.0,0.15,0.85,0.25,0.35,0.55,0.15,0.6,0.45,0.4,0.3,0.05,0.1
2021-09-18,40490.0,40900.0,39660.0,39770.0,19073129.0,-0.2,0.9,0.1,0.3,0.7,0.4,0.6,0.5,0.2,0.1,-0.3,-0.4
2021-09-19,38020.0,38800.0,37790.0,37860.0,33040424.0,-0.3,0.9,-0.4,0.2,0.7,0.4,0.6,0.5,0.2,0.1,-0.2,-0.3
2021-09-20,36800.0,38300.0,36010.0,36890.0,38235085.0,-0.2,0.9,0.1,0.3,0.5,0.1,0.6,0.5,0.2,0.1,-0.3,-0.4
2021-09-21,36500.0,36760.0,35050.0,35160.0,38004489.0,-0.23,0.85,0.12,0.38,0.58,0.28,0.62,0.42,0.25,0.18,-0.15,-0.12
2021-09-22,34100.0,35160.0,33410.0,33790.0,48964910.0,0.45,0.85,0.55,0.35,0.65,0.4,0.6,0.3,0.5,0.4,0.2,0.3
2021-09-25,34300.0,35190.0,33100.0,34420.0,27783368.0,-0.1,0.85,0.2,0.45,0.65,0.3,0.55,0.35,0.25,0.15,-0.05,-0.1
2021-09-26,35000.0,35000.0,32700.0,33240.0,28574302.0,-0.2,0.9,-0.4,0.3,0.5,0.1,0.6,0.5,0.2,0.1,-0.3,-0.4
2021-09-28,33000.0,33240.0,31580.0,31870.0,17852709.0,-0.2,0.9,-0.4,0.3,0.7,0.4,0.6,0.5,0.2,0.1,-0.3,-0.4
2021-09-29,30290.0,31700.0,30280.0,30620.0,57680311.0,0.15,0.85,0.25,0.55,0.65,0.35,0.7,0.45,0.4,0.3,0.05,0.1
2021-10-02,30500.0,32150.0,30500.0,31900.0,30510214.0,-0.2,0.9,0.1,0.5,0.7,0.3,0.6,0.5,0.4,0.3,-0.1,-0.1
2021-10-03,32770.0,33490.0,31320.0,32950.0,47506458.0,0.45,0.9,0.55,0.35,0.65,0.4,0.7,0.3,0.5,0.4,0.2,0.3
2021-10-04,33990.0,34590.0,33670.0,34540.0,35515094.0,0.2,0.9,0.4,0.5,0.7,0.3,0.6,0.4,0.5,0.3,0.1,0.3
2021-10-06,34800.0,35300.0,32820.0,33380.0,48711312.0,0.1,0.9,0.2,0.5,0.7,0.3,0.6,0.5,0.4,0.3,0.1,0.2
2021-10-09,31890.0,32700.0,31720.0,31830.0,8750144.0,-0.2,0.9,-0.4,0.3,0.7,0.4,0.6,0.5,0.2,0.1,-0.3,-0.4
2021-10-10,30240.0,31290.0,30240.0,30420.0,49876032.0,-0.1,0.9,0.2,0.5,0.7,0.4,0.6,0.5,0.4,0.3,0.1,0.0
2021-10-11,30420.0,31940.0,30420.0,31850.0,37262498.0,-0.15,0.85,0.1,0.35,0.55,0.4,0.6,0.45,0.25,0.15,-0.05,-0.1
2021-10-12,31850.0,32170.0,30260.0,30380.0,37534292.0,-0.3,0.9,-0.4,0.2,0.7,0.3,0.6,0.5,0.2,0.1,-0.2,-0.3
